,index,ground_truth,predicted_A,highest_softmax_A,predicted_B,highest_softmax_B,predicted_C,highest_softmax_C,sparsity_A,sparsity_B,sparsity_C,corr_AB,corr_BC,corr_AC,frob_AB,frob_BC,frob_AC,cos_AB,cos_BC,cos_AC
20,20,4,4,0.9984444975852966,4,0.9903173446655273,4,0.9763399958610535,0.6669921875,0.59765625,0.154296875,0.29126994287826025,0.1998171579356925,0.15993684117895007,2.452512,6.1051292,6.2139897,0.61714137,0.5799293,0.5247494
21,21,33,33,0.9998637437820435,33,0.9999581575393677,33,0.9999336004257202,1.0,1.0,1.0,0.2383593794416041,0.11591349781599644,0.26584911882119555,0.014459011,0.012219044,0.011892082,0.22935261,0.1369551,-0.04792207
22,22,9,9,0.9782599210739136,9,0.9804226756095886,9,0.9534106254577637,0.4326171875,0.5888671875,0.572265625,0.32535816863602324,0.0547469054175211,0.3796713979115667,2.7435105,1.2600764,2.623437,0.14930607,-0.017566018,0.25051093
23,23,3,3,0.9540302753448486,3,0.9972326159477234,3,0.9761155247688293,0.5400390625,0.6767578125,0.283203125,0.29726649093434343,0.052859429331331025,0.27327538682734465,1.8825982,2.0932298,2.7204363,0.7286905,0.46922275,0.4126457
24,24,1,1,0.8787186145782471,1,0.825805127620697,1,0.9637423157691956,0.3466796875,0.4326171875,0.59765625,0.365307226469076,0.007255266747787725,0.3580796475486958,5.946326,2.9737415,5.9064097,0.35183358,0.49760512,0.43082777
25,25,11,11,0.9677883982658386,11,0.9956337809562683,11,0.9162847399711609,0.6953125,0.7705078125,0.5029296875,0.23965196703953875,0.10776653948049626,0.1395068492614531,0.96141374,0.94480884,1.1184181,0.1169886,0.05991919,-0.05071399
26,26,13,13,0.9880971908569336,13,0.9999994039535522,13,0.9998200535774231,0.4619140625,1.0,0.916015625,0.04997954836630537,0.0064594597239345216,0.04379748148381294,1.3471049,0.17427793,1.3145473,0.19469583,0.10970487,0.2494116
27,27,10,10,0.9918645620346069,10,0.9142248034477234,10,0.9926503300666809,0.6728515625,0.263671875,0.470703125,0.30052229252218626,0.15388664998967688,0.4398408657343855,9.323634,9.624747,0.9675371,0.4011631,0.03874454,0.23856653
28,28,9,9,0.9865842461585999,9,0.9942283630371094,9,0.9614080190658569,0.484375,0.6669921875,0.625,0.22738088791753286,0.11233647959247045,0.13480123904518054,3.0779927,1.1952387,3.0047677,0.2643324,0.29654405,0.3709164
29,29,11,11,0.9905321598052979,11,0.9985929131507874,11,0.8261044025421143,0.8828125,0.916015625,0.3564453125,0.3889249356942791,0.11838363422644194,0.2953518828076045,0.34996426,1.4043535,1.4457902,0.29002798,0.30321577,0.14081866
30,30,5,5,0.8505547642707825,5,0.8577092289924622,5,0.6759530901908875,0.51953125,0.369140625,0.388671875,0.11034381756623135,0.13378664253492897,0.03472338289410268,4.141349,4.272658,2.9700105,0.53980315,0.46503156,0.54413366
31,31,17,17,0.9925426244735718,17,0.9981371164321899,17,1.0,0.9775390625,0.9970703125,1.0,0.29182323988722025,0.17613710707952537,0.11648522891334964,0.114013225,0.07420703,0.097904764,0.14403933,-0.14966361,-0.27735272
32,32,34,34,0.704555094242096,34,0.5297775864601135,34,0.8203626275062561,0.2880859375,0.24609375,0.6484375,0.06083546743365706,0.009292355050091175,0.05167467826351158,12.427717,12.229919,4.0796757,0.12959522,0.106259495,0.11288864
33,33,23,23,0.4740259051322937,23,0.4850699007511139,23,0.5365087985992432,0.4853515625,0.2978515625,0.212890625,0.2666320446973882,0.028781818452385845,0.2398401032433004,7.850828,8.647685,3.6768668,0.5254123,0.19424587,0.1820909
34,34,2,2,0.8616390824317932,2,0.9452911019325256,2,0.900726854801178,0.7958984375,0.9775390625,0.8203125,0.37334014328207527,0.20428279268193508,0.26137678872503867,0.5964689,0.3107998,0.6072225,0.1971538,0.120017566,0.2549111
35,35,17,17,0.9957770109176636,17,0.9656733274459839,17,1.0,0.99609375,0.6796875,1.0,0.25954597315069844,0.22393156607564207,0.1260216481892116,0.5738797,0.5757494,0.061510503,0.08376413,-0.14245568,-0.23783085
36,36,3,3,0.9798279404640198,3,0.9903863668441772,3,0.981006920337677,0.7705078125,0.6318359375,0.7021484375,0.2941859042751632,0.026087249646524664,0.3151079643093071,0.9372273,0.9561861,0.7972575,0.60843515,0.5259175,0.5801025
37,37,12,12,0.9962292313575745,12,0.9993008375167847,12,0.9570418000221252,0.599609375,0.9921875,0.0341796875,0.17879084968091535,0.18994198830840292,0.08525331345734656,0.6715192,12.7609825,12.857985,-0.013775398,0.15656139,-0.10218818
38,38,16,16,0.9392392635345459,16,0.9448107481002808,16,0.8422819972038269,0.6015625,0.36328125,0.0947265625,0.008337865809663184,0.1902247736641358,0.19150630466712304,3.1202984,12.10625,12.340821,0.16715415,0.38983068,0.41098198
39,39,8,8,0.5200158953666687,8,0.5831063389778137,8,0.6735807657241821,0.3232421875,0.234375,0.0302734375,0.27360613636357833,0.36990629296546385,0.319931379082651,18.815311,23.997034,16.93278,0.4522194,0.19588658,0.3098726
40,40,7,7,0.9545655250549316,7,0.9651618003845215,7,0.9368234872817993,0.7333984375,0.4140625,0.16015625,0.3471813430695021,0.01757205791174313,0.3297199852746145,2.1196065,7.6537895,7.8909326,0.23736763,0.22678314,-0.018485991
41,41,30,30,0.5889546871185303,11,0.49312925338745117,30,0.6639119386672974,0.3046875,0.240234375,0.1787109375,0.028421937938577266,0.09615639213697692,0.12251703223811461,14.442216,15.550029,6.5847354,0.49225283,0.37073633,0.5051882
42,42,18,18,0.9746033549308777,18,0.9910777807235718,18,0.9990498423576355,0.626953125,0.5693359375,0.7734375,0.2875198137111619,0.06726327873000072,0.2281612508634852,1.2954003,1.2006477,1.0306021,0.4514339,0.29046085,0.5628942
43,43,12,12,0.9855356216430664,12,0.9951937794685364,12,0.5708920359611511,0.7373046875,0.75,0.03125,0.2042393006327722,0.22589011892346367,0.34340751180697426,0.6271774,14.912774,14.839737,0.21592593,0.0076062214,0.14886391
44,44,24,24,0.8095683455467224,27,0.3696590065956116,24,0.8954840302467346,0.5908203125,0.26953125,0.068359375,0.3950529761334028,0.005191975454938104,0.39915626062034243,9.801813,10.516498,9.29424,0.343457,0.43945578,0.35871786
45,45,25,25,0.8344786167144775,25,0.97639000415802,25,0.5873145461082458,0.3662109375,0.5234375,0.0478515625,0.45977248158742834,0.040347607084747654,0.4194251635996819,3.1289914,11.016089,11.265736,0.23347616,0.08650449,0.0776302
46,46,3,3,0.9887169599533081,3,0.9599373936653137,3,0.9781455993652344,0.865234375,0.3955078125,0.759765625,0.32293916602670714,0.007268639395772847,0.318640540346632,2.5627205,2.7794816,0.8341895,0.31038824,-0.14813638,-0.35368752
47,47,10,10,0.9919338226318359,10,0.9764960408210754,10,0.9922102689743042,0.7431640625,0.3720703125,0.89453125,0.39454704680356556,0.12907313630801462,0.28963788627715825,2.2774286,2.323669,0.63175416,0.23781554,0.13691965,0.1278696
48,48,18,18,0.43477708101272583,31,0.23113234341144562,11,0.2930694818496704,0.2802734375,0.2236328125,0.140625,0.07051293706600359,0.023747695771093043,0.0930683944973697,19.127178,19.742868,6.169772,0.17777443,0.022565635,0.21894163
49,49,8,8,0.5143707394599915,1,0.8614805936813354,1,0.47907164692878723,0.3486328125,0.2451171875,0.03515625,0.12310790495928096,0.031082053013184854,0.1240889346396449,11.273124,25.359066,22.277632,0.10901622,-0.07864656,-0.018496832
50,50,25,38,0.1977883279323578,5,0.3667037785053253,20,0.5186613202095032,0.2314453125,0.2373046875,0.0166015625,0.3705979290249366,0.1002236233915355,0.4688572697769768,19.955938,24.636684,23.393488,-0.023725512,0.29066142,0.077709526
51,51,13,13,0.9994282126426697,13,0.997856080532074,13,0.9988730549812317,0.9658203125,0.7509765625,0.5263671875,0.18591245245919297,0.1880915795300155,0.25827891019076266,0.5549986,0.78889066,0.6376976,-0.047683675,0.13768956,0.24838795
52,52,15,8,0.5493447780609131,15,0.818701982498169,15,0.3869383633136749,0.328125,0.2060546875,0.0703125,0.3770663357852456,0.13226413481421437,0.33689809631232537,26.64863,26.744675,10.171504,0.17744075,0.14036454,0.29709306
53,53,9,9,0.9956421852111816,9,0.9933061003684998,9,0.9188991189002991,0.7080078125,0.7021484375,0.6455078125,0.2590408278740403,0.06278744184220364,0.3187231811277869,0.97449154,0.79417115,0.9422101,0.14940871,0.20936602,0.12435651
54,54,13,13,0.9996870756149292,13,0.9999986886978149,13,0.9992669224739075,0.9384765625,1.0,0.8515625,0.36573822465525857,0.13883704431674682,0.2589555602186215,0.14848576,0.2293344,0.27652803,0.38577327,-0.06467548,-0.023786081
55,55,35,35,0.908087968826294,35,0.9979377388954163,35,0.9435984492301941,0.5029296875,0.9599609375,0.56640625,0.18412265158620902,0.2986639148371053,0.18428970873300435,2.045424,0.73226804,2.0329094,0.32533628,0.13205537,0.24352674
56,56,5,5,0.9176487326622009,5,0.987166702747345,5,0.8395658731460571,0.6240234375,0.611328125,0.3095703125,0.317369934219391,0.14108612085323605,0.4319466767988177,1.8492646,2.2185047,2.416822,0.4459437,-0.08833929,0.15537931
57,57,26,26,0.9728934168815613,26,0.8810892105102539,26,0.6303410530090332,0.7998046875,0.3408203125,0.0751953125,0.2817276950006703,0.10481274195093591,0.3715374928533212,4.071404,10.948432,10.573156,0.2573562,0.160195,0.41596183
58,58,9,9,0.9741474986076355,9,0.9843756556510925,9,0.9148180484771729,0.4072265625,0.6533203125,0.44921875,0.1598129275217693,0.0982715089502926,0.21311013370666967,3.823439,1.1733431,3.87513,0.023847913,-6.105271e-05,0.0055714813
59,59,16,16,0.9444171786308289,16,0.9277403950691223,16,0.8826920390129089,0.8837890625,0.599609375,0.9462890625,0.38301447509752484,0.10152903545953143,0.34550697193006985,0.95960593,0.97162914,0.32302204,0.33929393,0.36082646,0.11467889
60,60,38,38,0.9684029817581177,38,0.9782164096832275,38,0.9572994112968445,0.380859375,0.33203125,0.3193359375,0.5992434659579426,0.3123181979444796,0.32014948259613596,4.344595,4.185959,2.390525,0.21918565,0.29351068,0.3895083
61,61,10,10,0.9888278245925903,10,0.9928391575813293,10,0.983805775642395,0.4462890625,0.7373046875,0.2939453125,0.0407021823873726,0.030675455396126334,0.020316240922667265,2.5157015,1.7294974,2.6397572,0.40772676,0.055932593,0.3391535
62,62,4,4,0.9995261430740356,4,0.9710649847984314,4,0.973228394985199,0.8935546875,0.4130859375,0.220703125,0.06464741219194281,0.03960383096557964,0.06810293319494716,3.885507,4.205521,3.9994462,0.61652136,0.47756565,0.50847125
63,63,9,9,0.9732902646064758,9,0.9809060096740723,9,0.9524416327476501,0.439453125,0.5966796875,0.2783203125,0.27951852291592405,0.030554035083256784,0.2758505064524312,2.5905995,1.8509274,2.616293,0.10795075,0.1304747,0.24122314
64,64,15,15,0.8234931230545044,15,0.9828040599822998,15,0.9487947821617126,0.2490234375,0.318359375,0.0625,0.486522712514092,0.13173706538985283,0.36149372921751644,10.958208,11.712271,13.507374,0.5024256,0.37569743,0.39397618
65,65,9,9,0.9853094220161438,9,0.9518166780471802,9,0.925710916519165,0.58203125,0.515625,0.4697265625,0.2422500379777442,0.10794474509975396,0.16408978105967184,1.7262539,1.7591754,1.3618042,0.056741238,-0.049018066,0.20356706
66,66,26,26,0.5887148380279541,26,0.5350658297538757,18,0.7378870248794556,0.3349609375,0.2265625,0.0283203125,0.06967067310703927,0.029449413248148405,0.0990176914027833,16.239082,23.105284,16.764282,0.28135693,0.07111354,0.17579487
67,67,2,2,0.9221307039260864,2,0.9504717588424683,2,0.8461180329322815,0.82421875,0.919921875,0.244140625,0.3362643384975966,0.11103902196104223,0.2304945626567861,1.048017,2.3349931,2.4223666,0.6549266,0.3387829,0.24812986
68,68,5,5,0.8879929184913635,5,0.9440033435821533,5,0.7291804552078247,0.498046875,0.404296875,0.1474609375,0.17681530897785203,0.17821490638884252,0.01988067171854375,6.601506,5.724877,9.842633,0.52310306,0.16316786,-0.17450045
69,69,28,28,0.6208530068397522,28,0.9537175893783569,28,0.5935196280479431,0.474609375,0.521484375,0.38671875,0.024851106405344714,0.011634805114247668,0.027165705626471828,2.3961656,1.7065945,2.76897,0.25708836,0.05578612,0.0032818438
70,70,11,11,0.9468216896057129,11,0.9943144917488098,11,0.8898539543151855,0.478515625,0.6669921875,0.6572265625,0.38265393670325343,0.009141641216255252,0.38047280153354446,2.2965367,0.8160323,2.3635168,0.45649004,0.28285107,0.36361808
71,71,25,25,0.9935867190361023,25,0.9841194748878479,25,0.9819434285163879,0.8369140625,0.4150390625,0.3623046875,0.1153150360954589,0.04454881740893404,0.09069857563372866,1.7989774,2.004625,1.210774,0.166025,0.17470391,0.21127011
72,72,30,11,0.43018096685409546,30,0.4585472345352173,30,0.3803982734680176,0.24609375,0.2080078125,0.119140625,0.3850092768465957,0.1740136222471726,0.49214820632521505,36.484425,36.073647,7.1617208,-0.028568057,-0.10187782,0.36947864
73,73,34,34,0.4718589782714844,38,0.3978427052497864,35,0.47664180397987366,0.2734375,0.228515625,0.0869140625,0.3825676405985917,0.346930630205631,0.25381248664159217,26.52834,27.148771,9.577768,0.19121769,0.106204666,0.20838396
74,74,5,5,0.9544543623924255,5,0.9466723799705505,5,0.8765812516212463,0.666015625,0.490234375,0.5498046875,0.08915302176180151,0.0403035414789882,0.12510656161600936,1.719469,1.8375796,1.420144,0.33412033,-0.06966498,-0.093491845
75,75,12,12,0.9824019074440002,12,0.9936490654945374,12,0.736028790473938,0.37109375,0.796875,0.033203125,0.12079581246044688,0.01799012206043927,0.1348088995411352,1.9732329,17.948574,18.30281,0.20318253,0.19831839,-0.088942796
76,76,1,1,0.45536863803863525,1,0.9183793067932129,1,0.8396683931350708,0.2763671875,0.404296875,0.1513671875,0.34493111714962554,0.020018064816790766,0.36416191074810184,11.505442,5.0453777,11.436514,0.33981037,0.34805018,0.35645753
77,77,10,10,0.9758501648902893,10,0.9981787204742432,10,0.9857628345489502,0.2705078125,0.58203125,0.0927734375,0.2604246052497436,0.1781941211171788,0.11510682043669442,6.5780416,13.74958,13.653328,0.46874753,0.40099508,0.32504663
78,78,25,25,0.7969309687614441,25,0.7313335537910461,25,0.8923395276069641,0.3134765625,0.279296875,0.0625,0.3016490209780744,0.14734166812510932,0.4049571701921052,11.331054,13.132252,7.2106056,0.11852127,0.03766428,0.2866057
79,79,25,25,0.8506763577461243,25,0.550021767616272,25,0.8409167528152466,0.3369140625,0.2724609375,0.0771484375,0.27167498552491354,0.035680647371377605,0.30706894038219107,9.825449,10.614229,5.9147067,0.04031128,0.042567544,0.30948764
80,80,21,21,0.9324991703033447,21,0.9016538858413696,21,0.9767515659332275,0.4951171875,0.30078125,0.5859375,0.35136862688962145,0.26159895413810613,0.3605038410660167,5.892389,5.4745097,2.5580792,0.16875447,0.36109412,0.23079026
81,81,33,33,0.9915510416030884,33,0.9979231953620911,33,0.9921750426292419,0.859375,0.462890625,0.076171875,0.2504334467756053,0.055410386215365565,0.3041347252349176,1.2721915,7.4725804,7.605761,0.24132302,0.22988056,0.23504065
82,82,25,25,0.9922329187393188,25,0.996729850769043,25,0.9805801510810852,0.78515625,0.8447265625,0.365234375,0.19879022798534665,0.022299307120762744,0.20608857918983742,0.5179963,1.3048674,1.3309844,0.20433117,0.2674088,0.22440718
83,83,7,7,0.6043486595153809,7,0.8194698691368103,7,0.2837851345539093,0.3134765625,0.251953125,0.0732421875,0.5224086727362816,0.30943031760773,0.2579427042745821,15.841747,20.381758,15.816891,0.0715721,0.19298413,0.3308513
84,84,10,10,0.9964538812637329,10,0.8920742869377136,10,0.9762848019599915,0.7822265625,0.2783203125,0.4345703125,0.32170630730309685,0.18616217510255156,0.38636163639736054,6.0447803,6.196753,1.1721718,0.0054661175,-0.10308129,-0.20323643
85,85,35,35,0.8589096665382385,35,0.9887526631355286,35,0.9571151733398438,0.328125,0.5078125,0.154296875,0.24088319964480046,0.0815071950250852,0.16650012389993207,4.2681317,3.9147713,5.301136,0.22290435,0.27253598,0.21158193
86,86,3,3,0.9798799157142639,3,0.996745228767395,3,0.9844881296157837,0.8193359375,0.92578125,0.9990234375,0.1746826942680978,0.00479981835083651,0.1732276967002371,0.40574428,0.1784113,0.44852617,0.5095903,0.40442464,0.4079636
87,87,7,7,0.8508698344230652,5,0.4893007278442383,8,0.5205680727958679,0.5595703125,0.244140625,0.0615234375,0.5073976572156014,0.18431320009323726,0.3807614213579529,10.535092,18.196861,14.624925,0.17253731,-0.00065898057,0.12677033
88,88,22,22,0.9976348876953125,22,0.9950729012489319,22,0.9609361886978149,0.8134765625,0.4794921875,0.2177734375,0.09272420633488809,0.06755977279720185,0.10185267975377835,1.6303812,3.1416378,2.7645786,0.48642185,0.19317064,0.4361584
89,89,13,13,0.9998842477798462,13,0.9999996423721313,13,0.9991545677185059,1.0,1.0,0.9423828125,0.2228487230784852,0.03693552126137768,0.21528196323207682,0.025744036,0.15637138,0.15454084,0.084309265,0.21968326,0.15465249
90,90,3,3,0.9732028841972351,3,0.9914331436157227,3,0.9736387729644775,0.5888671875,0.5361328125,0.3251953125,0.32935218040202796,0.0879487654660864,0.3908819897119471,2.0991147,3.3519545,3.1581976,0.71598464,0.031154368,-0.015598877
91,91,1,1,0.964979350566864,1,0.9521699547767639,1,0.8921947479248047,0.6259765625,0.5458984375,0.1201171875,0.42629140574133606,0.3298944150205301,0.5663727920062195,1.8743341,6.6905107,6.638737,0.5941872,0.4524129,0.4193564
92,92,2,2,0.8624306917190552,2,0.9293914437294006,2,0.8850247263908386,0.8251953125,0.978515625,0.658203125,0.4627395062862335,0.30097045158927616,0.22953086558940117,0.43466944,0.5730153,0.7539872,0.18677767,0.20978348,-0.05816511
93,93,14,14,0.9954380393028259,14,0.9999557733535767,14,0.9215660095214844,0.9384765625,1.0,0.0595703125,0.14108730163818184,0.09894303571761234,0.21004686765691083,0.15934703,8.81795,8.800029,0.07483297,-0.00388092,0.12097456
94,94,12,12,0.9995232820510864,12,0.9981445074081421,12,0.9958250522613525,1.0,0.9599609375,1.0,0.4331529938680473,0.1931933593009337,0.3059415637177032,0.12166495,0.12288941,0.027700195,0.053456493,0.06521494,0.13959235
95,95,32,32,0.23768872022628784,15,0.30191823840141296,3,0.29572129249572754,0.22265625,0.2275390625,0.056640625,0.3404159943609433,0.3010715509426416,0.5797109529427956,20.008463,15.5327215,13.181472,0.11943485,0.26026198,0.48500738
96,96,3,3,0.8994821310043335,3,0.9767383337020874,3,0.9881529211997986,0.3720703125,0.40625,0.787109375,0.2882395657854638,0.0409902106716965,0.30231594759969055,5.6492743,3.98289,7.006813,0.642288,0.6599398,0.5796763
97,97,38,38,0.9899049401283264,38,0.9944409728050232,38,0.9798770546913147,0.73828125,0.5869140625,0.521484375,0.07254864370886907,0.010242251718399757,0.07011765193211973,0.86123097,0.9393239,0.7833107,0.12960061,0.11788051,0.20683835
98,98,9,9,0.9935874938964844,9,0.9730548858642578,9,0.8802472949028015,0.73828125,0.5830078125,0.3330078125,0.29989374480377695,0.08392366958732139,0.3420842056976791,1.1497172,1.7688371,1.5263973,-0.01915135,0.03393272,0.17650758
99,99,33,33,0.9978998899459839,33,0.9999765157699585,33,0.9992985725402832,0.9814453125,1.0,0.8212890625,0.126032956531672,0.0210021375362563,0.1404609532743764,0.08736976,0.25624463,0.2549357,0.15263548,0.09039415,0.19676277
100,100,1,1,0.9124924540519714,1,0.9977498650550842,1,0.9467710256576538,0.302734375,0.9638671875,0.142578125,0.3200141010144254,0.07905034216258211,0.24687415461489348,6.0232315,8.038824,9.776079,0.39580908,0.1336907,0.0631769
101,101,10,10,0.9840573668479919,10,0.9487863183021545,10,0.992268979549408,0.4482421875,0.2958984375,0.5751953125,0.14616760297786927,0.017510538800268507,0.12874662135161702,8.884054,9.105393,2.900437,0.21933326,-0.018435333,0.02336077
102,102,5,5,0.5115926861763,5,0.9358304142951965,5,0.6162917017936707,0.2529296875,0.287109375,0.083984375,0.30089673011216833,0.041442749139616125,0.26834369463251095,14.918508,15.39751,11.746207,-0.03805387,-0.19051246,0.45814773
103,103,11,11,0.9184764623641968,11,0.9686822295188904,11,0.9413471221923828,0.39453125,0.3427734375,0.3154296875,0.25924560404386054,0.04477903203674749,0.24909895190790485,4.5046525,4.086752,3.0111594,0.20671222,0.17854996,0.48583418
104,104,33,33,0.9996328353881836,33,0.999934196472168,33,0.9999828338623047,1.0,1.0,1.0,0.08627274949055813,0.11982199759168796,0.0669727748896159,0.017832398,0.010337239,0.01655369,0.18520069,0.15693876,-0.006872983
105,105,4,4,0.9996986389160156,4,0.9777685403823853,4,0.967940628528595,0.9697265625,0.529296875,0.3564453125,0.22180164702020216,0.16720814679855386,0.17507185838492495,1.8636444,2.2762287,2.1348612,0.5428806,0.39516923,0.47244966
106,106,35,35,0.9778218865394592,35,0.9992708563804626,35,0.96718430519104,0.794921875,0.9970703125,0.5166015625,0.49616343217696246,0.2223496052599345,0.2900697487752617,0.36347514,0.7893694,0.81467944,0.2291476,0.016004682,0.16209306
107,107,25,25,0.9791587591171265,25,0.995394766330719,25,0.8863309025764465,0.384765625,0.4248046875,0.0693359375,0.28480430823657,0.0779691886789548,0.22208606468706737,3.8878133,11.585288,10.486584,-0.04412111,0.05659047,0.44679853
108,108,33,33,0.9989194869995117,33,0.9918519854545593,33,0.9997766613960266,0.9970703125,0.85546875,1.0,0.23510036678310697,0.13946724651284814,0.1328324133005665,0.27556622,0.26727995,0.06103883,-0.02613296,0.078765385,-0.1567803
109,109,4,4,0.9707949161529541,4,0.6684313416481018,4,0.3982447385787964,0.2666015625,0.212890625,0.0634765625,0.3941271034085742,0.30164847834168795,0.34072540271729224,30.971077,32.147877,21.329912,0.4861947,0.40229604,0.4815761
110,110,1,1,0.9207935929298401,1,0.8920450806617737,1,0.9299090504646301,0.3525390625,0.365234375,0.2421875,0.33088230160585946,0.22632451363200895,0.22852358540042023,7.4078207,5.447011,6.5250926,0.3244575,0.3338253,0.3407869
111,111,14,14,0.9794740080833435,14,0.925979733467102,14,0.8964638113975525,0.7255859375,0.3603515625,0.1982421875,0.20389283587013612,0.02029509382463996,0.20476838136312236,2.1787164,3.193004,2.6657624,0.057029128,0.119819924,-0.0363025
112,112,16,16,0.9690102934837341,16,0.9713426232337952,16,0.9116849899291992,0.958984375,0.869140625,0.91015625,0.40808222855353793,0.1984380208904506,0.3765939876419846,0.2777427,0.3025758,0.24433354,0.262149,0.32258132,0.1864098
113,113,10,10,0.9864353537559509,10,0.9725024700164795,10,0.9799956679344177,0.6396484375,0.361328125,0.4716796875,0.1218453427862605,0.05383506176666939,0.07176935268881696,2.8864465,2.9180567,1.3434722,0.29920164,0.27187973,0.13169824
