,index,ground_truth,predicted_A,highest_softmax_A,predicted_B,highest_softmax_B,predicted_C,highest_softmax_C,sparsity_A,sparsity_B,sparsity_C,corr_AB,corr_BC,corr_AC,frob_AB,frob_BC,frob_AC,cos_AB,cos_BC,cos_AC
22,22,9,9,0.870561420917511,9,0.8146752119064331,9,0.894122838973999,0.4970703125,0.4130859375,0.4306640625,0.3310156409557486,0.053307094987643064,0.30794265102098245,2.9453375,2.809369,1.6069576,0.17334546,0.23598745,0.23426013
23,23,3,3,0.9523006677627563,3,0.9832699298858643,3,0.8621338605880737,0.6376953125,0.48828125,0.0751953125,0.21925559419010035,0.08199041453436316,0.2999042636736518,2.0835636,15.86842,14.850611,0.16372196,0.035043936,0.57788754
24,24,1,1,0.8765939474105835,1,0.8492599129676819,1,0.9208600521087646,0.4111328125,0.42578125,0.716796875,0.0643476687367542,0.024581165324746652,0.08780015864173218,3.218851,3.7195451,2.7852175,0.5086329,-0.21942475,-0.13649505
25,25,11,11,0.9751355051994324,11,0.8374462127685547,11,0.9470148086547852,0.73046875,0.2841796875,0.4267578125,0.060230731376496566,0.019978591409111863,0.040784683227879925,5.072269,4.9415264,1.1770272,0.27178872,0.3535365,0.23660293
26,26,13,13,0.9996377229690552,13,0.9997543692588806,13,0.9963764548301697,0.998046875,0.876953125,0.578125,0.24335566831655314,0.0960018708611046,0.21770626125734915,0.2530151,0.58831006,0.5827267,0.13211194,0.21127754,0.12460144
27,27,10,10,0.9699521660804749,10,0.9824252724647522,10,0.9311641454696655,0.4736328125,0.458984375,0.5478515625,0.2116732619037369,0.02238137162967424,0.19126072903461225,2.2894306,1.7483234,1.9352422,0.099515565,0.20147485,0.06697717
28,28,9,9,0.9193336367607117,9,0.9431528449058533,9,0.9076151847839355,0.6298828125,0.4521484375,0.599609375,0.4111996340630817,0.37775489443108057,0.38045607228264133,2.1884277,2.2609713,1.3164306,0.351544,0.18702824,0.1956265
29,29,11,11,0.9570973515510559,11,0.946176290512085,11,0.9691786170005798,0.62890625,0.310546875,0.765625,0.03233438555049886,0.03381866932239337,0.013206416308745647,5.0565734,5.0514736,1.1182619,0.23396832,0.36314783,0.16593874
30,30,5,5,0.6713547706604004,5,0.5851776003837585,5,0.896898090839386,0.4453125,0.4619140625,0.294921875,0.18762621129421236,0.13553961040053922,0.1745569571280382,5.2716403,2.963416,4.87589,0.18476921,0.01594624,0.34783518
31,31,17,17,0.9658357501029968,17,0.9707223773002625,17,0.999256432056427,0.841796875,0.68359375,1.0,0.2872335854785001,0.23141307140609815,0.3109682778492203,0.52214205,0.45095533,0.27152944,0.020810237,0.019485682,0.10191401
32,32,34,38,0.5778332948684692,40,0.3949136435985565,38,0.4903055429458618,0.2529296875,0.248046875,0.0693359375,0.2508459101321264,0.036648484578710824,0.2808556304962599,10.821274,13.121619,9.760556,0.17984043,0.06077658,0.123087175
33,33,23,31,0.5614928007125854,31,0.34755420684814453,29,0.25495511293411255,0.3447265625,0.255859375,0.029296875,0.1488823959720244,0.16808257874327245,0.1446948349611235,10.861149,15.724686,13.479736,0.4052839,0.27166238,0.31779012
34,34,2,2,0.8085148930549622,2,0.48503440618515015,2,0.7109940052032471,0.84375,0.4560546875,0.1953125,0.231309086610544,0.20353885708551098,0.12648315808931854,2.5073118,4.589039,3.3342464,0.24923974,-0.2527884,-0.21576299
35,35,17,17,0.9907084703445435,17,0.9710041880607605,17,0.999997615814209,0.986328125,0.79296875,1.0,0.14176475183455578,0.06804575567813363,0.07544566527804285,0.32152712,0.31274688,0.08903908,0.042596567,0.17960721,-0.0070201093
36,36,3,3,0.9809082746505737,3,0.9983867406845093,3,0.88787841796875,0.82421875,0.9931640625,0.138671875,0.5156296473438876,0.31978016279686566,0.44085983673331375,0.5996935,7.622574,7.297115,0.2655546,0.18342352,0.5805542
37,37,12,12,0.9766705632209778,12,0.9918495416641235,12,0.9882827401161194,0.6455078125,0.6787109375,0.51953125,0.30389522418836235,0.1297908856078891,0.1746183732083396,0.74759215,0.9490971,0.83079094,0.07243644,-0.049514487,0.16038434
38,38,16,16,0.8135097026824951,16,0.9158743023872375,16,0.6713107228279114,0.40234375,0.37109375,0.072265625,0.050391317813817046,0.042098327666283145,0.009592339406852238,3.7504349,12.335098,10.922927,0.38645032,0.33196518,0.6270947
39,39,8,5,0.49147623777389526,8,0.32198283076286316,8,0.4564174711704254,0.31640625,0.236328125,0.0419921875,0.2088731852945884,0.0644604747536947,0.14572893961646277,12.687641,20.178522,16.1561,0.40935433,0.14855634,0.34720522
40,40,7,7,0.9332906603813171,7,0.8864496946334839,7,0.8943859934806824,0.6640625,0.5087890625,0.1142578125,0.4277046023730995,0.3324487567400822,0.3193394740176577,1.6379844,9.530185,9.569925,0.18313836,0.27909395,0.35012046
41,41,30,11,0.5258550047874451,30,0.505932629108429,11,0.8215203285217285,0.3212890625,0.291015625,0.044921875,0.3432287328863103,0.20769994440090755,0.16477941356014436,11.73219,17.74693,18.09716,0.42453876,0.23818141,0.34334132
42,42,18,18,0.9775046706199646,18,0.986283540725708,18,0.9432517886161804,0.6025390625,0.740234375,0.3095703125,0.18273693635731858,0.029727726513488914,0.1795595310212752,1.1380293,1.9129546,1.9770118,0.47589013,0.31503794,0.3495312
43,43,12,12,0.9743169546127319,12,0.9903098940849304,12,0.9238941669464111,0.7998046875,0.708984375,0.087890625,0.17553509414099644,0.12113545928046322,0.13490805306820108,0.7092165,4.5341954,4.612174,-0.012890405,0.18338957,0.020489987
44,44,24,24,0.5040796399116516,27,0.44775694608688354,18,0.3891645669937134,0.4736328125,0.3056640625,0.0771484375,0.25794863791574635,0.08126689701598323,0.20643987815696727,5.294186,11.876897,11.247364,0.23275283,0.15643331,0.19328862
45,45,25,25,0.8252723813056946,25,0.6697188019752502,25,0.8844959139823914,0.2919921875,0.2431640625,0.123046875,0.2092262298960352,0.09851505211582878,0.28647091612877607,7.7533636,8.096329,5.5971527,0.276074,0.118686125,0.13305168
46,46,3,3,0.951256275177002,3,0.9787763953208923,3,0.9066364765167236,0.802734375,0.703125,0.1201171875,0.49722748243153503,0.2431130116643604,0.2653447356704197,0.8503015,6.410687,6.1425633,0.04773034,0.065482765,0.44233286
47,47,10,10,0.9133164286613464,10,0.9509174823760986,10,0.9151474833488464,0.3564453125,0.3369140625,0.1845703125,0.2939408979551586,0.12286195341576836,0.3461783304946555,3.8889124,4.155769,4.152454,0.13218133,0.1843727,0.10883876
48,48,18,18,0.2817603349685669,18,0.5806530714035034,31,0.34963366389274597,0.275390625,0.2373046875,0.087890625,0.27548767960302656,0.04161755820545136,0.2372003036372398,14.475711,16.762615,8.177444,0.06786067,-0.171553,0.25812855
49,49,8,5,0.36834952235221863,1,0.46098411083221436,5,0.5083732604980469,0.2431640625,0.26171875,0.1630859375,0.11982462923705725,0.017161616187460482,0.11765319579027202,13.817734,10.889657,12.121309,0.17233054,0.024811458,-0.040350415
50,50,25,5,0.24836911261081696,5,0.4914781451225281,5,0.2761574983596802,0.1943359375,0.23828125,0.056640625,0.23458028801711084,0.17296856868254115,0.11914786169776223,19.549528,20.191187,21.05988,0.39323372,-0.06223715,0.011992144
51,51,13,13,0.9977699518203735,13,0.9985045194625854,13,0.9655573964118958,0.71875,0.533203125,0.076171875,0.1594943441680549,0.13250422783571028,0.029885706684580828,1.2595953,6.7667894,6.659448,0.2585096,0.09850331,0.2724933
52,52,15,15,0.7242732048034668,15,0.972074568271637,8,0.30117344856262207,0.26171875,0.2470703125,0.044921875,0.4506055844619065,0.4344770671408583,0.29832419003499694,22.277464,27.190477,17.31034,0.35082877,0.118178956,0.15045586
53,53,9,9,0.9399046897888184,9,0.9162782430648804,9,0.8739020228385925,0.666015625,0.5537109375,0.4404296875,0.25522227419784327,0.1416276754921681,0.17497941841932163,1.3470842,1.5967263,1.4817336,0.18224512,-0.009869861,-0.120634876
54,54,13,13,0.9986577033996582,13,0.9945719838142395,13,0.9836838245391846,0.7392578125,0.703125,0.2578125,0.31091211808338526,0.2346153526923189,0.07884031781015671,0.6623527,1.7800169,1.6602552,0.29132316,0.06661501,0.20984939
55,55,35,35,0.8622596859931946,35,0.9168733358383179,35,0.6376017332077026,0.5654296875,0.498046875,0.279296875,0.36365309478389335,0.22292471224912092,0.432030326919395,2.0372124,2.7619984,2.4618063,0.16937676,0.100606196,0.14218366
56,56,5,5,0.5637208819389343,5,0.6974520683288574,5,0.8324168920516968,0.4619140625,0.2861328125,0.244140625,0.27874687750695604,0.08258517519266864,0.33376089159707767,8.428156,11.277995,6.799284,0.58347285,-0.2651,-0.32345033
57,57,26,26,0.8497031927108765,26,0.6015436053276062,26,0.6777551174163818,0.4462890625,0.3095703125,0.1591796875,0.21491841501360717,0.0455065338305164,0.2160573631602694,5.524855,5.448323,3.703309,0.2316373,0.35580826,0.3223228
58,58,9,9,0.8772669434547424,9,0.9015489220619202,9,0.9201502799987793,0.4951171875,0.4462890625,0.7099609375,0.3565481240537926,0.002752712648814268,0.3541010251944254,2.896883,2.5286608,1.6710484,0.094151124,0.1306418,0.1336113
59,59,16,16,0.9010356664657593,16,0.8850904107093811,16,0.8366653919219971,0.896484375,0.8798828125,0.4560546875,0.01779414790355521,0.19532453697930705,0.20775698952443003,0.32222348,1.0357455,1.0315851,0.42274767,0.24133156,0.26204935
60,60,38,38,0.7941101789474487,38,0.7542414665222168,38,0.8672181367874146,0.2392578125,0.2265625,0.2119140625,0.4335479767753232,0.21125618792645656,0.23438260280981754,12.4357815,10.863735,6.4858327,0.012031019,0.093200415,0.023562336
61,61,10,10,0.8799146413803101,10,0.9032714366912842,10,0.9327887892723083,0.3369140625,0.298828125,0.76953125,0.41906275034401486,0.3547804013139214,0.21166860283367184,6.6452866,6.4417877,2.6502156,0.13326952,0.030050559,0.20572065
62,62,4,4,0.9944978356361389,4,0.9941038489341736,4,0.9943390488624573,0.818359375,0.845703125,0.869140625,0.09046372747250889,0.04919668080382093,0.07442984436936709,0.6490319,0.54214084,0.69099075,0.47924823,0.2594783,0.23321418
63,63,9,9,0.8819756507873535,9,0.9467959403991699,9,0.907473623752594,0.4482421875,0.5869140625,0.4228515625,0.22215016334028934,0.08785608988679308,0.30297298212426865,2.117779,1.5859163,2.1830332,0.33860126,0.42354685,0.24039514
64,64,15,15,0.8594511151313782,15,0.7263056039810181,15,0.9381295442581177,0.212890625,0.234375,0.203125,0.2112684993614722,0.2445382738785307,0.29047269676964765,26.915703,22.611443,22.93764,0.3222263,0.23111576,0.1166543
65,65,9,9,0.9431217908859253,9,0.8671218752861023,9,0.9040910601615906,0.71484375,0.525390625,0.7138671875,0.14275091632431036,0.21107434027842042,0.20271438081142829,1.9057484,1.8855194,0.6157949,0.17179495,0.19108422,0.28302708
66,66,26,26,0.49448147416114807,30,0.4920637905597687,26,0.7585632801055908,0.30078125,0.263671875,0.09375,0.2732930183302691,0.09151875687485413,0.20002719242611333,7.0440063,8.92739,6.1425643,0.057676524,-0.07531213,0.22980967
67,67,2,2,0.8534355163574219,2,0.8435335755348206,2,0.8002816438674927,0.75390625,0.5439453125,0.2275390625,0.10929927590431293,0.10499011063304212,0.08878682324817594,1.9343889,5.7822285,4.810292,0.5899577,-0.5601015,-0.3555628
68,68,5,5,0.8185223937034607,5,0.6980357766151428,5,0.8441283106803894,0.52734375,0.4208984375,0.224609375,0.11687240856112867,0.37559716147914674,0.2618312728116761,3.6691322,4.9833994,3.8430707,0.5709554,0.24210279,0.42715073
69,69,28,30,0.3030867278575897,28,0.2530997097492218,29,0.40583980083465576,0.546875,0.310546875,0.091796875,0.2278784836359133,0.0232114584059943,0.2504957562543886,3.8694987,8.050479,7.5723042,0.36959764,0.18264443,0.17915666
70,70,11,11,0.9637628197669983,11,0.940264880657196,11,0.957275927066803,0.6640625,0.4462890625,0.6728515625,0.37380557501841205,0.0049305825335889345,0.37705085698514684,2.4242904,2.4861703,0.9410769,0.4592011,0.43851972,0.51814413
71,71,25,25,0.9610706567764282,25,0.9677950143814087,25,0.9533873200416565,0.5986328125,0.4189453125,0.701171875,0.1403845770078233,0.08974933164204334,0.15906895348796946,2.5373237,2.652137,1.0390612,0.37836337,0.2580167,0.31307948
72,72,30,11,0.6794235706329346,11,0.6009944081306458,11,0.9147281646728516,0.2265625,0.220703125,0.1337890625,0.08055530571296886,0.10471887204359313,0.031068625585454396,16.948395,16.77106,9.052136,0.25763062,0.22306575,-0.077192485
73,73,34,38,0.5147112607955933,38,0.34937018156051636,38,0.5985196232795715,0.28125,0.2392578125,0.083984375,0.5493925526057568,0.17675035760166613,0.4088680553859329,18.58592,18.395191,15.011142,0.23381312,0.113508716,0.2009363
74,74,5,5,0.8508531451225281,5,0.650705099105835,5,0.8768909573554993,0.7060546875,0.53125,0.400390625,0.013287599307563593,0.02256691519368438,0.010518375651659478,1.4620956,2.039301,1.3593522,0.34028435,-0.071248725,0.059924677
75,75,12,12,0.9699457883834839,12,0.9903270602226257,12,0.9770495295524597,0.5732421875,0.642578125,0.17578125,0.11019798335350256,0.08478620037361416,0.04527750152683556,0.9159265,2.8807437,2.7269409,0.047585458,-0.046771113,0.17925067
76,76,1,1,0.7006856799125671,1,0.6865907311439514,1,0.5854071378707886,0.3037109375,0.2802734375,0.2236328125,0.18649422731940432,0.049467270364309965,0.19784543501466165,10.418208,8.027135,10.795221,0.50240296,0.33153072,0.3982593
77,77,10,10,0.9683701395988464,10,0.995392918586731,10,0.9438129663467407,0.37109375,0.5888671875,0.119140625,0.10178072896991527,0.08888213329373854,0.015630409698087655,3.682103,6.047279,7.338867,0.47625473,-0.19721739,-0.09146139
78,78,25,25,0.767715573310852,25,0.4903070330619812,25,0.8745187520980835,0.3046875,0.271484375,0.0859375,0.46834814038688755,0.13446672274219792,0.33843468465948384,9.130978,12.642863,9.007487,0.18156363,-0.10892989,0.035569977
79,79,25,25,0.7731782793998718,25,0.8734722137451172,25,0.7688620090484619,0.3076171875,0.32421875,0.0419921875,0.1755153844471431,0.20081600637785865,0.12554923390843178,7.085613,14.014613,15.140613,0.24443825,-0.011068544,-0.066448644
80,80,21,21,0.8700920343399048,21,0.9411126971244812,21,0.854498028755188,0.4091796875,0.3994140625,0.1279296875,0.48253493360447075,0.29589487079222837,0.43588282253731025,3.9872563,4.4727225,4.4687448,0.45196202,0.47350696,0.5307821
81,81,33,33,0.9878673553466797,33,0.9883244037628174,33,0.8300341367721558,0.513671875,0.4521484375,0.1416015625,0.5587175632795183,0.2078996307499188,0.42552918442994325,1.9143598,5.319114,5.190475,0.3298844,0.2596117,0.3373107
82,82,25,25,0.9621335864067078,25,0.9609079360961914,25,0.9496346116065979,0.6416015625,0.39453125,0.5361328125,0.1832200025768715,0.10750067314088804,0.2601275959056971,2.1778212,2.2522755,0.9356878,0.34333906,0.26273736,0.37587062
83,83,7,7,0.4948175251483917,7,0.6799196004867554,7,0.36911845207214355,0.29296875,0.271484375,0.154296875,0.27913959620102075,0.1571775284556329,0.12210977183466454,12.404203,11.239746,7.818796,0.01615009,-0.082636185,0.28179088
84,84,10,10,0.9368108510971069,10,0.9460433721542358,10,0.9346898794174194,0.48828125,0.3681640625,0.82421875,0.15653242261769976,0.09971423058189544,0.16868024962706168,3.9602063,3.9585469,1.877225,0.22106369,-0.03949048,-0.007269034
85,85,35,35,0.8961570262908936,35,0.8878376483917236,35,0.28633585572242737,0.37890625,0.318359375,0.0390625,0.33172334928496705,0.2575164137009214,0.07453718588260606,3.3621948,25.09137,24.636,0.36869293,-0.32165658,-0.33069763
86,86,3,3,0.981058657169342,3,0.9958857893943787,3,0.9567452073097229,0.9052734375,0.927734375,0.60546875,0.2850649535332352,0.0631189725127501,0.2824388116015576,0.2977213,0.7890906,0.7179408,0.23270924,0.15510951,0.44185326
87,87,7,7,0.8126776814460754,5,0.4431091248989105,7,0.7230547666549683,0.5322265625,0.2734375,0.0498046875,0.33758628757886405,0.18162728347376422,0.15630575760136628,11.217004,21.587027,19.358997,0.14938173,0.0780564,0.07219587
88,88,22,22,0.9838588833808899,22,0.9895310401916504,22,0.5942662358283997,0.896484375,0.779296875,0.0283203125,0.4818611101918289,0.33517201106287264,0.4531463896807482,0.5340802,23.973007,23.951477,0.44842395,0.18623994,0.34033298
89,89,13,13,0.9988911747932434,13,0.9931134581565857,13,0.9926687479019165,0.921875,0.466796875,0.333984375,0.13526319776392326,0.0098081379945632,0.1442842449267434,1.7486655,2.0636714,1.3043851,0.19723466,0.1323597,0.11936468
90,90,3,3,0.9411551356315613,3,0.9871182441711426,3,0.8636264801025391,0.6337890625,0.86328125,0.056640625,0.2088930575433761,0.14648239506586502,0.33833603746852625,2.4744444,14.418178,13.134163,-0.35669047,-0.26422805,0.57260686
91,91,1,1,0.86612868309021,1,0.7489905953407288,1,0.907067060470581,0.4228515625,0.3564453125,0.669921875,0.0781627041365894,0.012520412951490697,0.08249270336962237,4.450569,4.9017797,3.7237322,0.47437468,-0.06828003,-0.085584745
92,92,2,2,0.8462191224098206,2,0.7311137318611145,2,0.5447182059288025,0.8564453125,0.5126953125,0.123046875,0.28124287980609486,0.2544872856003843,0.11101145049534704,1.0325767,6.723259,6.5159016,0.3490713,-0.20515889,-0.26496974
93,93,14,14,0.9953658580780029,14,0.9993072748184204,14,0.9864517450332642,0.998046875,1.0,0.94921875,0.3439930413055649,0.223293207393199,0.14262666737143923,0.08824273,0.13563563,0.14353636,0.23153053,0.27928597,0.12011368
94,94,12,12,0.9921350479125977,12,0.8727497458457947,12,0.9853445887565613,0.962890625,0.443359375,0.9990234375,0.2577473559489072,0.2402590323574501,0.03875169717251532,1.9235435,1.9188515,0.14421342,0.048104428,0.111979604,-0.028931743
95,95,32,41,0.4856126010417938,41,0.5045519471168518,12,0.38238999247550964,0.1796875,0.240234375,0.04296875,0.3161504879716544,0.059855782257988766,0.28636458495830075,14.1152725,13.67515,13.611595,0.4596822,0.32904026,0.29219583
96,96,3,3,0.975569486618042,3,0.9915851354598999,3,0.8913225531578064,0.5205078125,0.9306640625,0.083984375,0.1161164961289587,0.0016367404434168144,0.11771260976666639,3.124321,21.608055,20.024248,0.45722035,0.3574095,0.56878275
97,97,38,38,0.8574737310409546,38,0.9257845878601074,38,0.898493230342865,0.3232421875,0.3466796875,0.3271484375,0.20681077948854779,0.233535048031701,0.028661281915399624,6.125448,3.53615,4.9950557,-0.07916615,0.13249002,-0.026241936
98,98,9,9,0.9291924238204956,9,0.8168983459472656,9,0.9184401631355286,0.6171875,0.3818359375,0.6923828125,0.1630491687078862,0.1242886764906173,0.20612417605624933,3.130061,3.1342452,0.9645501,0.23787026,0.23573042,0.1412126
99,99,33,33,0.9920074939727783,33,0.9957394599914551,33,0.8662210702896118,0.76953125,0.65625,0.2646484375,0.6219134639753029,0.37021741662273006,0.3833534279130136,0.73040617,2.0966978,2.0705373,-0.028073821,0.16878608,0.19840162
100,100,1,1,0.9265943765640259,1,0.9626961350440979,1,0.8137590885162354,0.5986328125,0.529296875,0.19921875,0.3598320709220417,0.30818617063333975,0.5209002278018964,2.0204325,3.32307,3.60489,0.19571733,0.04710148,-0.0114985835
101,101,10,10,0.9206333756446838,10,0.9697251319885254,10,0.8958219289779663,0.388671875,0.3857421875,0.34765625,0.1630082837720241,0.1877686020402413,0.03528750129889467,4.841161,4.1231647,3.5133154,0.2968614,0.42105862,0.27783254
102,102,5,5,0.6308119297027588,5,0.6306191682815552,5,0.7416839599609375,0.3544921875,0.2421875,0.12109375,0.19427436868424897,0.1456587161176527,0.10197470514157606,13.968576,15.736481,9.115476,0.33635712,0.11230298,-0.010928349
103,103,11,11,0.9122453927993774,11,0.684837281703949,11,0.9208891987800598,0.390625,0.2353515625,0.1005859375,0.0765878862827771,0.1185429946160677,0.18531025243165528,14.047079,13.321433,5.8427415,0.22961031,0.3816909,0.25316402
104,104,33,33,0.9938023090362549,33,0.9833669662475586,33,0.9574934840202332,0.9580078125,0.6435546875,0.783203125,0.19999760811325695,0.29064367975347005,0.28140974393722595,0.61993384,0.70015734,0.3597422,0.1656361,0.0708696,0.15074947
105,105,4,4,0.9958641529083252,4,0.9940681457519531,4,0.9962168335914612,0.8671875,0.9091796875,0.966796875,0.07789044252527488,0.0980312488549146,0.048870855023832135,0.3382071,0.27097797,0.3760493,0.49825752,0.13936819,0.20060197
106,106,35,35,0.9467545747756958,35,0.9880913496017456,35,0.8650370836257935,0.75390625,0.673828125,0.4462890625,0.030587223548290195,0.029873159657042066,0.0010166971368433017,0.7192161,0.9853126,0.997819,-0.056849454,0.14922898,-0.005460877
107,107,25,25,0.9368882775306702,25,0.9910901784896851,25,0.9429334998130798,0.431640625,0.58984375,0.5166015625,0.20926727859429584,0.12161775190671587,0.08801796673447146,2.510122,1.1798486,2.5162206,0.21628577,0.35661095,0.24724743
108,108,33,33,0.9981244206428528,33,0.9959555864334106,33,0.9067974090576172,1.0,0.9873046875,0.4619140625,0.01873122959573601,0.08598336965302827,0.10457331298743122,0.091347806,1.0643581,1.0611746,0.09310616,-0.0128306355,-0.05701945
109,109,4,4,0.923791229724884,4,0.9835360050201416,4,0.9903850555419922,0.267578125,0.3056640625,0.111328125,0.19259818784563984,0.17468725983757483,0.2449430059090217,17.056778,10.607229,17.16153,0.47818634,0.60181755,0.40834138
110,110,1,1,0.8747950196266174,1,0.684751033782959,1,0.7790043354034424,0.353515625,0.294921875,0.4228515625,0.024492443038290977,0.03702651288170414,0.01614235166188481,8.006066,8.214154,4.1090264,0.43945634,0.4708132,0.37238058
111,111,14,14,0.9962164759635925,14,0.9598806500434875,14,0.9842171669006348,1.0,0.505859375,0.984375,0.07562882666695217,0.03923619573129499,0.11102630017813632,1.0293983,1.0334312,0.11159365,0.13380192,0.059037592,0.033245362
112,112,16,16,0.9470216631889343,16,0.9096184968948364,16,0.8779555559158325,0.923828125,0.9208984375,0.4765625,0.3907693005427959,0.20214464360208514,0.18944629861872692,0.27076253,1.0815291,1.0677704,0.43418908,0.3668165,0.3874899
113,113,10,10,0.921712338924408,10,0.9832131266593933,10,0.9318293929100037,0.3447265625,0.373046875,0.6923828125,0.16307674771344427,0.11967904063527704,0.1063400108834544,3.2724907,2.9328432,2.662646,0.32343525,0.13171898,0.082358174
